Tag,No.Economico,Fecha,Hora,Caseta,Carril,Clase,Importe,Fecha Aplicacion,Hora Aplicacion,Consecar
IMDM27383515..,202,31/01/2025,20:24:41,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 8,6,$175.00,01/02/2025,12:00:00,36093340
IMDM27113043..,TR147,31/01/2025,20:24:18,JALOSTOTITLAN,JALOSTOTITLAN 14,4,$329.00,01/02/2025,12:00:00,36093340
IMDM27383509..,TR 140,31/01/2025,20:24:08,COSAMALOAPAN,COSAMALOAPAN 6,5,$512.00,01/02/2025,12:00:00,36093340
IMDM24206652..,HH60,31/01/2025,20:22:16,CHAPALA,CHAPALA 2,5,$217.00,01/02/2025,12:00:00,36093340
IMDM27383471..,TR200,31/01/2025,20:15:52,PLAN DE RIO,PLAN DE RIO 7,1,$258.00,01/02/2025,12:00:00,36097579
IMDM24209285..,46,31/01/2025,20:13:41,SANCTORUM,SANCTURUM 7,9,$1610.00,01/02/2025,12:00:00,36093340
IMDM30057660..,HH260,31/01/2025,20:13:19,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 10,5,$285.00,01/02/2025,12:00:00,36093340
IMDM27383476..,TR-210,31/01/2025,20:13:07,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 6,6,$175.00,01/02/2025,12:00:00,36093340
IMDM27291924..,TR180,31/01/2025,20:09:56,SAN MARCOS II,SAN MARCOS II 14,9,$662.00,01/02/2025,12:00:00,36093340
IMDM27492869..,279,31/01/2025,20:08:40,VENTURA - EL PEYOTE,VENTURA - PEYOTE 7,5,$312.00,01/02/2025,12:00:00,36093340
IMDM27058348..,HH143,31/01/2025,20:05:19,VENTURA - EL PEYOTE,VENTURA - PEYOTE 7,5,$312.00,01/02/2025,12:00:00,36093340
IMDM27113060..,TR146,31/01/2025,20:04:26,ENCARNACION DE DIAZ,ENCARNACIÓN DIAZ 7,5,$417.00,01/02/2025,12:00:00,36093340
IMDM27492862..,TR290,31/01/2025,20:03:57,TEPATITLAN,TEPATITLÁN 8,5,$638.00,01/02/2025,12:00:00,36093340
IMDM30057685..,HH 231,31/01/2025,20:03:22,LOS CHORROS,LOS CHORROS 7,5,$279.00,01/02/2025,12:00:00,36093340
IMDM27291936..,TR193,31/01/2025,20:02:37,MIAHUAPAN,MIAHUAPAN 2,1,$678.00,01/02/2025,12:00:00,36093340
IMDM27058366..,104,31/01/2025,20:01:40,TEPATITLAN,TEPATITLAN 2,9,$806.00,01/02/2025,12:00:00,36093340
IMDM27291926..,TR190,31/01/2025,19:57:38,LIB. MATEHUALA,LIB. MATEHUALA 1,5,$120.00,01/02/2025,12:00:00,36093340
IMDM27291935..,HH35,31/01/2025,19:57:26,JALOSTOTITLAN,JALOSTOTITLAN 4,9,$670.00,01/02/2025,12:00:00,36093340
IMDM27058364..,TR102,31/01/2025,19:57:25,MIAHUAPAN,MIAHUAPAN 2,1,$678.00,01/02/2025,12:00:00,36093340
IMDM27383515..,202,31/01/2025,19:55:46,TEPATITLAN,TEPATITLÁN 1B,6,$638.00,01/02/2025,12:00:00,36093340
IMDM24206652..,HH60,31/01/2025,19:53:17,ACATLAN II,ACATLAN II 15,5,$285.00,01/02/2025,12:00:00,36093340
IMDM27291944..,H3-11,31/01/2025,19:51:58,PALMILLAS,PALMILLAS 19,2,$219.00,01/02/2025,12:00:00,36093340
IMDM27383502..,TR 214,31/01/2025,19:50:15,SANCTORUM,SANCTURUM 7,6,$1086.00,01/02/2025,12:00:00,36093340
IMDM27291936..,TR193,31/01/2025,19:43:13,TUXPAN EASYTRIP,TUXPAN 1,1,$368.00,01/02/2025,12:00:00,36093340
IMDM24319647..,HH59,31/01/2025,19:42:37,SAN MARCOS II,SAN MARCOS II 14,5,$499.00,01/02/2025,12:00:00,36093340
IMDM27383497..,HH220,31/01/2025,19:42:15,ENCARNACION DE DIAZ,ENCARNACION DIAZ 3B,5,$417.00,01/02/2025,12:00:00,36093340
IMDM27291932..,TR197,31/01/2025,19:41:31,SAYULA,SAYULA 15,7,$286.00,01/02/2025,12:00:00,36093340
IMDM30057658..,TR-264,31/01/2025,19:41:13,LOS CHORROS,LOS CHORROS 1,5,$279.00,01/02/2025,12:00:00,36093340
IMDM27492860.., ,31/01/2025,19:40:28,SANCTORUM,SANCTURUM 1,9,$1610.00,01/02/2025,12:00:00,36093340
IMDM27291937..,HH156,31/01/2025,19:40:26,PALMILLAS,PALMILLAS 4,9,$641.00,01/02/2025,12:00:00,36093340
IMDM27383489..,TR 237,31/01/2025,19:37:43,LOS CHORROS,LOS CHORROS 6,5,$279.00,01/02/2025,12:00:00,36093340
IMDM27291917..,HH172,31/01/2025,19:37:13,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 5A,5,$285.00,01/02/2025,12:00:00,36093340
IMDM27058364..,TR102,31/01/2025,19:35:59,TUXPAN EASYTRIP,TUXPAN 2,1,$368.00,01/02/2025,12:00:00,36093340
IMDM27383476..,TR-210,31/01/2025,19:35:41,TEPATITLAN,TEPATITLAN 2,6,$638.00,01/02/2025,12:00:00,36093340
IMDM30193916..,TR187,31/01/2025,19:35:40,CERRO GORDO,CERRO GORDO 25,5,$212.00,01/02/2025,12:00:00,36093340
IMDM27492869..,279,31/01/2025,19:34:11,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 9,5,$285.00,01/02/2025,12:00:00,36093340
IMDM27058348..,HH143,31/01/2025,19:33:08,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 8,5,$285.00,01/02/2025,12:00:00,36093340
IMDM27058366..,104,31/01/2025,19:32:22,JALOSTOTITLAN,JALOSTOTITLAN 1,9,$670.00,01/02/2025,12:00:00,36093340
IMDM27291936..,TR193,31/01/2025,19:28:45,LOS GIL,LOS GIL 1,9,$165.00,01/02/2025,12:00:00,36093340
IMDM27383515..,202,31/01/2025,19:28:04,JALOSTOTITLAN,JALOSTOTITLAN 2,6,$502.00,01/02/2025,12:00:00,36093340
IMDM27113060..,TR146,31/01/2025,19:27:46,JALOSTOTITLAN,JALOSTOTITLAN 6,5,$502.00,01/02/2025,12:00:00,36093340
IMDM27492847..,TR296,31/01/2025,19:27:27,SAN MARTIN TEXMELUCAN,TEX. AUXILIAR 3,5,$64.00,01/02/2025,12:00:00,36093340
IMDM27492847..,TR296,31/01/2025,19:27:18,SN M TEXMELUCAN VIAPASS,San Martin-Tlaxcala,1,$335.00,01/02/2025,12:00:00,36093340
IMDM27492891..,TR294,31/01/2025,19:26:58,SAN MARTIN TEXMELUCAN,TEX. AUXILIAR 3,9,$74.00,01/02/2025,12:00:00,36093340
IMDM27492891..,TR294,31/01/2025,19:26:31,SN M TEXMELUCAN VIAPASS,San Martin-Tlaxcala,1,$448.00,01/02/2025,12:00:00,36093340
IMDM27291905..,TR 182,31/01/2025,19:25:34,CHICHIMEQUILLAS,CHICHIMEQUILLAS 4,3,$108.00,01/02/2025,12:00:00,36093340
IMDM24209303..,61,31/01/2025,19:22:12,LA HINCADA,LA HINCADA 6,5,$291.00,01/02/2025,12:00:00,36093340
IMDM27058364..,TR102,31/01/2025,19:21:33,LOS GIL,LOS GIL 1,9,$165.00,01/02/2025,12:00:00,36093340
IMDM27113083..,HH 123,31/01/2025,19:20:51,MIRADORES,MIRADORES 10,9,$659.00,01/02/2025,12:00:00,36093340
IMDM30193916..,TR187,31/01/2025,19:19:39,MENDOZA,MENDOZA 10,5,$185.00,01/02/2025,12:00:00,36093340
IMDM27492862..,TR290,31/01/2025,19:18:42,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 4,5,$175.00,01/02/2025,12:00:00,36093340
IMDM27291918..,TR040,31/01/2025,19:17:58,APODACA,APODACA 8,9,$928.00,01/02/2025,12:00:00,36091973
IMDM27383486.., ,31/01/2025,19:17:42,LAS VIGAS,LAS VIGAS 2,4,$245.00,01/02/2025,12:00:00,36093340
IMDM30193887.., ,31/01/2025,19:17:37,SANCTORUM,SANCTURUM 7,9,$482.00,01/02/2025,12:00:00,36093340
IMDM30057667..,HH-254,31/01/2025,19:16:50,LAGOS DE MORENO,LAGOS DE MORENO 3,5,$403.00,01/02/2025,12:00:00,36093340
IMDM27291935..,HH35,31/01/2025,19:14:01,TEPATITLAN,TEPATITLÁN 8,9,$806.00,01/02/2025,12:00:00,36093340
IMDM27113043..,TR147,31/01/2025,19:10:05,LEON,LEON 5,4,$291.00,01/02/2025,12:00:00,36093340
IMDM27058357..,119,31/01/2025,19:10:04,JALOSTOTITLAN,JALOSTOTITLAN 6,5,$502.00,01/02/2025,12:00:00,36093340
IMDM30057669..,HH-126,31/01/2025,19:09:09,LAGOS DE MORENO,LAGOS DE MORENO 6,5,$403.00,01/02/2025,12:00:00,36093340
IMDM27291929..,HH208,31/01/2025,19:08:30,LAGOS DE MORENO,LAGOS DE MORENO 6,5,$403.00,01/02/2025,12:00:00,36093340
IMDM24206652..,HH60,31/01/2025,19:05:40,SAYULA,SAYULA 15,5,$213.00,01/02/2025,12:00:00,36093340
IMDM27383476..,TR-210,31/01/2025,19:02:38,JALOSTOTITLAN,JALOSTOTITLAN 1,6,$502.00,01/02/2025,12:00:00,36093340
IMDM27113065..,HH 141,31/01/2025,19:01:22,LOS CHORROS,LOS CHORROS 8,5,$279.00,01/02/2025,12:00:00,36093340
IMDM27058358..,HH 117,31/01/2025,18:57:48,LIB. MATEHUALA,LIB. MATEHUALA 1,5,$120.00,01/02/2025,12:00:00,36093340
IMDM27113083..,HH 123,31/01/2025,18:52:28,PLAN DE RIO,PLAN DE RIO 8,1,$258.00,01/02/2025,12:00:00,36097579
IMDM27291898..,TR-144,31/01/2025,18:51:56,ACAYUCAN (SAYULA),ACAYUCAN 3,5,$495.00,01/02/2025,12:00:00,36093340
IMDM27113058..,TR154,31/01/2025,18:44:15,SAYULA,SAYULA 1,9,$286.00,01/02/2025,12:00:00,36093340
IMDM27058352..,114,31/01/2025,18:44:14,CTO. EXT. MEXIQUENSE,JOROBAS,1,$590.00,01/02/2025,12:00:00,36097579
IMDM27058364..,TR102,31/01/2025,18:43:19,NARANJOS,NARANJOS 8,9,$1369.00,01/02/2025,12:00:00,36093340
IMDM27113060..,TR146,31/01/2025,18:42:45,TEPATITLAN,TEPATITLAN 6,5,$638.00,01/02/2025,12:00:00,36093340
IMDM27291936..,TR193,31/01/2025,18:42:31,NARANJOS,NARANJOS 8,7,$1369.00,01/02/2025,12:00:00,36093340
IMDM27383479..,TR235,31/01/2025,18:40:17,TULA I,TULA I 9,1,$207.00,03/02/2025,12:00:00,36108101
IMDM27383488..,TR236,31/01/2025,18:36:54,PERIFERICO,PERIFERICO 7 BIS,7,$335.00,01/02/2025,12:00:00,36093340
IMDM27058357..,119,31/01/2025,18:32:37,TEPATITLAN,TEPATITLAN 6,5,$638.00,01/02/2025,12:00:00,36093340
IMDM27291932..,TR197,31/01/2025,18:30:51,SAN MARCOS II,SAN MARCOS II 14,9,$662.00,01/02/2025,12:00:00,36093340
IMDM27058366..,104,31/01/2025,18:30:06,ENCARNACION DE DIAZ,ENCARNACION DIAZ 2,9,$494.00,01/02/2025,12:00:00,36093340
IMDM27383486.., ,31/01/2025,18:29:04,AMOZOC-PEROTE,T3-CANTONA,1,$305.00,01/02/2025,12:00:00,36097579
IMDM27492842..,TR288,31/01/2025,18:29:03,JALOSTOTITLAN,JALOSTOTITLAN 15,5,$502.00,01/02/2025,12:00:00,36093340
IMDM27383480..,TR234,31/01/2025,18:27:36,S.MARTIN PUE.,S.MARTIN PUE. 10,5,$238.00,01/02/2025,12:00:00,36093340
IMDM27291935..,HH35,31/01/2025,18:24:54,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 2,9,$190.00,01/02/2025,12:00:00,36093340
IMDM27291944..,H3-11,31/01/2025,18:24:25,CTO. EXT. MEXIQUENSE,JOROBAS,1,$327.00,01/02/2025,12:00:00,36097579
IMDM27058352..,114,31/01/2025,18:22:32,CTO. EXT. MEXIQUENSE,A31 T A I-A32 T A II,1,$349.00,01/02/2025,12:00:00,36097579
IMDM27291921..,HH177,31/01/2025,18:21:45,PALMILLAS,PALMILLAS 19,9,$641.00,01/02/2025,12:00:00,36093340
IMDM27492889..,HH63,31/01/2025,18:19:06,COSAMALOAPAN,COSAMALOAPAN 2,5,$512.00,01/02/2025,12:00:00,36093340
IMDM27383477..,TR206,31/01/2025,18:17:25,PALMILLAS BIS,PALMILLAS BIS 6,5,$440.00,01/02/2025,12:00:00,36093340
IMDM24319647..,HH59,31/01/2025,18:16:51,ARMERIA VIAPASS,Manzanillo-Armeria,1,$662.00,01/02/2025,12:00:00,36093340
IMDM27383497..,HH220,31/01/2025,18:16:29,CHICHIMECO,CHICHIMECO 16,1,$232.00,01/02/2025,12:00:00,36093340
IMDM27291898..,TR-144,31/01/2025,18:13:49,DOVALI,DOVALI 1,5,$70.00,01/02/2025,12:00:00,36093340
IMDM27058352..,114,31/01/2025,18:13:16,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$62.00,01/02/2025,12:00:00,36097579
IMDM27383477..,TR206,31/01/2025,18:12:28,ATLACOMULCO-LIB QRO,APASEO GDE-PALMILLAS,5,$636.00,01/02/2025,12:00:00,36093340
IMDM27113058..,TR154,31/01/2025,18:09:16,ACATLAN II,ACATLAN II 2,9,$377.00,01/02/2025,12:00:00,36093340
IMDM27291919..,HH176,31/01/2025,18:07:46,LA ANTIGUA,LA ANTIGUA 01,1,$431.00,01/02/2025,12:00:00,36097579
IMDM30193887.., ,31/01/2025,18:05:37,CTO. EXT. MEXIQUENSE,A4 PACHUCA VÍA 532,1,$78.00,01/02/2025,12:00:00,36097579
IMDM30193887.., ,31/01/2025,18:05:10,ECATEPEC VIAPASS,ECATEPEC-PIRAMIDES 4,1,$930.00,01/02/2025,12:00:00,36093340
IMDM27383482..,HH-265,31/01/2025,18:03:31,CTO. EXT. MEXIQUENSE,CONMEX,1,$298.00,01/02/2025,12:00:00,36097579
IMDM27383488..,TR236,31/01/2025,18:02:49,LINCOLN,LINCOLN 8,9,$1317.00,01/02/2025,12:00:00,36091973
IMDM27113043..,TR147,31/01/2025,18:01:02,PUERTO INTERIOR,PUERTO INTERIOR 11,5,$282.00,01/02/2025,12:00:00,36093340
IMDM27383486.., ,31/01/2025,17:59,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$141.00,01/02/2025,12:00:00,36097579
IMDM27383515..,202,31/01/2025,17:57:24,LEON,LEON 5,6,$411.00,01/02/2025,12:00:00,36093340
IMDM27383476..,TR-210,31/01/2025,17:57:03,LEON,LEON 5,6,$411.00,31/01/2025,12:00:00,36088909
IMDM30057667..,HH-254,31/01/2025,17:55:51,LIB. PTE. S.L.P.,LIB. PTE. S.L.P. 2,5,$227.00,01/02/2025,12:00:00,36093340
IMDM30193887.., ,31/01/2025,17:55:47,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$618.00,01/02/2025,12:00:00,36097579
IMDM30057655..,HH-256,31/01/2025,17:55:45,MENDOZA,MENDOZA 1,5,$185.00,01/02/2025,12:00:00,36093340
IMDM27383507..,TR-212,31/01/2025,17:54:16,ENCARNACION DE DIAZ,ENCARNACIÓN DIAZ 7,5,$417.00,31/01/2025,12:00:00,36088909
IMDM27113060..,TR146,31/01/2025,17:52:45,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 2,5,$175.00,31/01/2025,12:00:00,36088909
IMDM27291924..,TR180,31/01/2025,17:50:03,ARMERIA VIAPASS,Manzanillo-Armeria,1,$1047.00,31/01/2025,12:00:00,36088909
IMDM27383482..,HH-265,31/01/2025,17:49:16,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$420.00,01/02/2025,12:00:00,36097579
IMDM24209285..,46,31/01/2025,17:48:51,PALMILLAS,PALMILLAS 4,9,$641.00,31/01/2025,12:00:00,36088909
IMDM27492881..,HH277,31/01/2025,17:48:20,CUENCAME,CUENCAME 1,5,$205.00,31/01/2025,12:00:00,36088909
IMDM27492842..,TR288,31/01/2025,17:46:29,TEPATITLAN,TEPATITLÁN 8,5,$638.00,31/01/2025,12:00:00,36088909
IMDM30193887.., ,31/01/2025,17:46,CTO. EXT. MEXIQUENSE,T5 TULTITLAN,1,$226.00,01/02/2025,12:00:00,36097579
IMDM27291918..,TR040,31/01/2025,17:45:40,JUÁREZ,JUÁREZ 8,9,$994.00,31/01/2025,12:00:00,36087157
IMDM27291944..,H3-11,31/01/2025,17:44:21,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$248.00,01/02/2025,12:00:00,36097579
IMDM30057663..,HH56,31/01/2025,17:40:51,LA ANTIGUA,LA ANTIGUA 01,1,$431.00,01/02/2025,12:00:00,36097579
IMDM30057667..,HH-254,31/01/2025,17:40:29,LIB. ARCO NT. SLP,LIB. ARCO NT. SLP 1,5,$266.00,31/01/2025,12:00:00,36088909
IMDM27058357..,119,31/01/2025,17:37:41,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 2,5,$175.00,31/01/2025,12:00:00,36088909
IMDM27113058..,TR154,31/01/2025,17:36:43,CHAPALA,CHAPALA 10,9,$244.00,31/01/2025,12:00:00,36088909
IMDM27291944..,H3-11,31/01/2025,17:34:02,REVOLUCION EASYTRIP,REVOLUCION 22,1,$78.00,31/01/2025,12:00:00,36088909
IMDM27383502..,TR 214,31/01/2025,17:31:51,PALMILLAS,PALMILLAS 4,6,$641.00,31/01/2025,12:00:00,36088909
IMDM27383482..,HH-265,31/01/2025,17:31:46,CTO. EXT. MEXIQUENSE,JOROBAS,1,$590.00,01/02/2025,12:00:00,36097579
IMDM27383489..,TR 237,31/01/2025,17:31:19,PERIFERICO,PERIFERICO 7 BIS,5,$322.00,31/01/2025,12:00:00,36088909
IMDM27291903..,TR 184,31/01/2025,17:30:25,AMOZOC,AMOZOC 14,5,$328.00,31/01/2025,12:00:00,36088909
IMDM27113060..,TR146,31/01/2025,17:30:18,CHAPALA,CHAPALA 11,5,$190.00,01/02/2025,12:00:00,36093340
IMDM27113043..,TR147,31/01/2025,17:28:19,MENDOZA,MENDOZA 2,5,$185.00,31/01/2025,12:00:00,36088909
IMDM27058366..,104,31/01/2025,17:26:39,CHICHIMECO,CHICHIMECO 16,1,$310.00,31/01/2025,12:00:00,36088909
IMDM27291898..,TR-144,31/01/2025,17:24:18,LAS CHOAPAS,LAS CHOAPAS 3,5,$241.00,31/01/2025,12:00:00,36088909
IMDM27492869..,279,31/01/2025,17:21:56,CHICHIMEQUILLAS,CHICHIMEQUILLAS 6,5,$110.00,31/01/2025,12:00:00,36088909
IMDM27058348..,HH143,31/01/2025,17:21:35,CHICHIMEQUILLAS,CHICHIMEQUILLAS 6,5,$110.00,31/01/2025,12:00:00,36088909
IMDM27113043..,TR147,31/01/2025,17:19,CERRO GORDO,CERRO GORDO 19,5,$212.00,31/01/2025,12:00:00,36088909
IMDM27113058..,TR154,31/01/2025,17:18:37,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 8,9,$190.00,31/01/2025,12:00:00,36088909
IMDM30057669..,HH-126,31/01/2025,17:16:35,JALOSTOTITLAN,JALOSTOTITLAN 6,5,$502.00,31/01/2025,12:00:00,36088909
IMDM27291929..,HH208,31/01/2025,17:16:04,JALOSTOTITLAN,JALOSTOTITLAN 6,5,$502.00,31/01/2025,12:00:00,36088909
IMDM30057673..,HH-249,31/01/2025,17:14:58,MENDOZA,MENDOZA 3,5,$185.00,31/01/2025,12:00:00,36088909
IMDM27058357..,119,31/01/2025,17:13:19,CHAPALA,CHAPALA 11,5,$190.00,01/02/2025,12:00:00,36093340
IMDM27058353..,HH 112,31/01/2025,17:13:16,PASO DEL TORO,PASO DEL TORO 2,5,$222.00,31/01/2025,12:00:00,36088909
IMDM27383507..,TR-212,31/01/2025,17:11:33,JALOSTOTITLAN,JALOSTOTITLAN 6,5,$502.00,31/01/2025,12:00:00,36088909
IMDM27383497..,HH220,31/01/2025,17:07:54,ZACATECAS,ZACATECAS 1,5,$89.00,31/01/2025,12:00:00,36088909
IMDM27113060..,TR146,31/01/2025,17:04:37,ACATLAN II,ACATLAN II 15,5,$285.00,31/01/2025,12:00:00,36088909
IMDM30057677..,HH 245,31/01/2025,17:03:48,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 8,5,$175.00,31/01/2025,12:00:00,36088909
IMDM27113079..,HH 135,31/01/2025,17:02:25,ARMERIA VIAPASS,Armeria-Manzanillo,1,$1047.00,31/01/2025,12:00:00,36088909
IMDM27492881..,HH277,31/01/2025,17:02:24,LEON GUZMAN,LEON GUZMAN 7,5,$801.00,31/01/2025,12:00:00,36088909
IMDM27383515..,202,31/01/2025,16:57:33,PUERTO INTERIOR,PUERTO INTERIOR 7,9,$376.00,31/01/2025,12:00:00,36088909
IMDM27383476..,TR-210,31/01/2025,16:56:26,PUERTO INTERIOR,PUERTO INTERIOR 11,9,$376.00,31/01/2025,12:00:00,36088909
IMDM30057667..,HH-254,31/01/2025,16:52:56,VENTURA - EL PEYOTE,VENTURA - PEYOTE 9,5,$312.00,31/01/2025,12:00:00,36088909
IMDM27291936..,TR193,31/01/2025,16:50:49,LIB. PNTE. TAMPICO,LIB. TAMPICO 1,7,$141.00,31/01/2025,12:00:00,36088909
IMDM27383509..,TR 140,31/01/2025,16:48:51,PASO DEL TORO,PASO DEL TORO 2,5,$222.00,31/01/2025,12:00:00,36088909
IMDM22392739..,54AN3R,31/01/2025,16:48:09,JOROBAS,JOROBAS 1,1,$71.00,31/01/2025,12:00:00,36088909
IMDM27058346..,TR137,31/01/2025,16:47:41,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 6,5,$175.00,31/01/2025,12:00:00,36088909
IMDM27113058..,TR154,31/01/2025,16:45:31,TEPATITLAN,TEPATITLAN 2,9,$806.00,31/01/2025,12:00:00,36088909
IMDM27113083..,HH 123,31/01/2025,16:42:31,LA ANTIGUA,LA ANTIGUA 01,1,$431.00,01/02/2025,12:00:00,36097579
IMDM30057669..,HH-126,31/01/2025,16:37:17,TEPATITLAN,TEPATITLÁN 8,5,$638.00,31/01/2025,12:00:00,36088909
IMDM27291929..,HH208,31/01/2025,16:37:05,TEPATITLAN,TEPATITLÁN 8,5,$638.00,31/01/2025,12:00:00,36088909
IMDM27383507..,TR-212,31/01/2025,16:35:14,TEPATITLAN,TEPATITLÁN 8,5,$638.00,31/01/2025,12:00:00,36088909
IMDM30057677..,HH 245,31/01/2025,16:33:23,TEPATITLAN,TEPATITLAN 3,5,$638.00,31/01/2025,12:00:00,36088909
IMDM24319640..,HC 15 NISSAN ,31/01/2025,16:30:54,SIERVO DE LA NACIÓN,A DEL MAZO-REMEDIOS,1,$11.00,31/01/2025,12:00:00,36088909
IMDM27383482..,HH-265,31/01/2025,16:30:50,PALMILLAS BIS,PALMILLAS BIS 4,5,$440.00,31/01/2025,12:00:00,36088909
IMDM27113060..,TR146,31/01/2025,16:29:13,SAYULA,SAYULA 14,5,$213.00,31/01/2025,12:00:00,36088909
IMDM27058349..,HH132,31/01/2025,16:27:43,ARMERIA VIAPASS,Armeria-Manzanillo,1,$590.00,31/01/2025,12:00:00,36088909
IMDM27058347..,HH139,31/01/2025,16:24:31,TEHUACAN,TEHUACAN 5,5,$155.00,31/01/2025,12:00:00,36088909
IMDM30057650..,HH-267,31/01/2025,16:24:15,SALAMANCA,SALAMANCA 8,5,$389.00,31/01/2025,12:00:00,36088909
IMDM27291898..,TR-144,31/01/2025,16:21:41,MALPASITO,MALPASITO 2,4,$153.00,31/01/2025,12:00:00,36088909
IMDM27383482..,HH-265,31/01/2025,16:20:47,ATLACOMULCO-LIB QRO,APASEO GDE-PALMILLAS,5,$636.00,31/01/2025,12:00:00,36088909
IMDM27383471..,TR200,31/01/2025,16:19,LA ANTIGUA,LA ANTIGUA 03,1,$431.00,01/02/2025,12:00:00,36097579
IMDM30057666..,HH-250,31/01/2025,16:18:22,ANE EASYTRIP,MÉX. PA.-CEYLAN,1,$185.00,31/01/2025,12:00:00,36088909
IMDM27113043..,TR147,31/01/2025,16:16:24,LIB. SUR PTE. QRO,LIB SUR PTE QRO 8,5,$345.00,31/01/2025,12:00:00,36088909
IMDM27492847..,TR296,31/01/2025,16:11:45,SAN MARCOS,SAN MARCOS 15,5,$628.00,31/01/2025,12:00:00,36088909
IMDM27058364..,TR102,31/01/2025,16:11:14,LIB. PNTE. TAMPICO,LIB. TAMPICO 1,7,$141.00,31/01/2025,12:00:00,36088909
IMDM27492891..,TR294,31/01/2025,16:10:51,SAN MARCOS,SAN MARCOS 15,9,$860.00,31/01/2025,12:00:00,36088909
IMDM24206652..,HH60,31/01/2025,16:09:29,SAN MARCOS II,SAN MARCOS II 14,5,$499.00,31/01/2025,12:00:00,36088909
IMDM27291903..,TR 184,31/01/2025,16:08:52,S.MARTIN PUE.,S.MARTIN PUE. 22,5,$238.00,31/01/2025,12:00:00,36088909
IMDM30057661..,HH261,31/01/2025,16:08:27,PERIFERICO,PERIFERICO 4 BIS,5,$322.00,31/01/2025,12:00:00,36088909
IMDM27383509..,TR 140,31/01/2025,16:07:11,SAN JULIÁN,SAN JULIÁN 04,1,$119.00,01/02/2025,12:00:00,36097579
IMDM27058348..,HH143,31/01/2025,16:06:40,PALMILLAS,PALMILLAS 21,5,$440.00,31/01/2025,12:00:00,36088909
IMDM27291942..,HH159,31/01/2025,16:05:45,SANCTORUM,SANCTURUM 7,9,$482.00,31/01/2025,12:00:00,36088909
IMDM27383472..,TR201,31/01/2025,16:05:45,SAN MARCOS II,SAN MARCOS II 2,4,$302.00,31/01/2025,12:00:00,36088909
IMDM24319644..,HH43,31/01/2025,16:02:18,LA HINCADA,LA HINCADA 6,9,$434.00,31/01/2025,12:00:00,36088909
IMDM27291905..,TR 182,31/01/2025,16:01:03,PALMILLAS,PALMILLAS 19,5,$440.00,31/01/2025,12:00:00,36088909
IMDM27383507..,TR-212,31/01/2025,15:54:04,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 2,5,$175.00,31/01/2025,12:00:00,36088909
IMDM30057666..,HH-250,31/01/2025,15:53:28,ECATEPEC VIAPASS,Piramides-Ecatepec,1,$514.00,31/01/2025,12:00:00,36088909
IMDM27492859.., ,31/01/2025,15:53:08,PALMILLAS,PALMILLAS 20,9,$641.00,31/01/2025,12:00:00,36088909
IMDM27113056..,TR166,31/01/2025,15:52:05,ACATLAN II,ACATLAN II 15,5,$285.00,31/01/2025,12:00:00,36088909
IMDM27113058..,TR154,31/01/2025,15:51:27,JALOSTOTITLAN,JALOSTOTITLAN 14,9,$670.00,31/01/2025,12:00:00,36088909
IMDM27383500..,HH223,31/01/2025,15:51:27,LEON,LEON 3,5,$411.00,31/01/2025,12:00:00,36088909
IMDM27058346..,TR137,31/01/2025,15:49:03,TEPATITLAN,TEPATITLAN 4,5,$638.00,31/01/2025,12:00:00,36088909
IMDM27383503..,HH 215,31/01/2025,15:40:46,LA ANTIGUA,LA ANTIGUA 02,1,$431.00,01/02/2025,12:00:00,36097579
IMDM22392739..,54AN3R,31/01/2025,15:39:44,PALMILLAS BIS,PALMILLAS BIS 4,1,$108.00,31/01/2025,12:00:00,36088909
IMDM27492851..,TR284,31/01/2025,15:39:35,NVO LAREDO PINFRA,NVO. LAREDO PINFRA 2,1,$245.00,31/01/2025,12:00:00,36088909
IMDM24209303..,61,31/01/2025,15:35:17,CERRITOS OPASA,CERRITOS OPASA 14,5,$137.00,31/01/2025,12:00:00,36088909
IMDM30057677..,HH 245,31/01/2025,15:33:16,JALOSTOTITLAN,JALOSTOTITLAN 14,5,$502.00,31/01/2025,12:00:00,36088909
IMDM22392739..,54AN3R,31/01/2025,15:32:04,ATLACOMULCO-LIB QRO,APASEO GDE-PALMILLAS,1,$178.00,31/01/2025,12:00:00,36088909
